X,Y,OBJECTID,ID,OBJEKTSCHLUESSEL,BAUMNUMMER,BAUMART,PFLANZDATUM
12.9,50.7,1,11,0674,11,"Catalpa bignonioides, Gewöhnlicher Trompetenbaum",2009
